,<n_e>,<n_e> Err,Blob Size [rhos],Blob size Err [rhos],Bt,Cs,Efold,Efold GPR,Efold GPR Err,EfoldErr,Ip,Ip Err,Lambda Div,Lambda Div Err,Rho,Rhos,Rhos Err,Shots,Tau,Tau Err,Theta Div,Theta Div Err,vP,vP Err,vPExB Err,vR,vR Err,Z,Mu,Conf
10,3.603872780798604e+19,inf,16.514010916494335,3.134203872316956,-1.4246124029159546,44645.587853330806,0.042082957079828794,0.022445259568988712,0.022445259568988712,0.05328652295028594,242.975578125,670.950927734375,0.577419600844559,0.0858694293641049,1.0563513837333145,0.0016415336437908684,,51124.0,1.6339102932636702e-05,6.667684274934386e-08,5.646944607418076,,1143.5404469134985,132.9499759735767,497.85520168539665,1202.0599521762722,180.25700855096267,1,2,LSN
11,3.601989757184875e+19,inf,12.728918395876404,2.9765582849707704,-1.4245575666427612,33079.34558475462,0.010411490133742197,0.012917892603601383,0.012917892603601383,0.010051844156427781,242.998578125,681.2424926757812,0.5333566814635193,0.006505844038320274,1.075238938661222,0.001226316842811786,,51124.0,1.0052062173582436e-05,2.769224350322953e-07,2.9176230582495366,,309.84614326376766,55.10824964133385,524.3607102203513,1521.6583849398278,227.1820625868165,1,2,LSN
12,4.1263176054619505e+19,inf,,,-1.4247928857803345,49295.904719178165,0.012804942100416748,0.008575175549756616,0.008575175549756616,0.004518280224053183,163.714953125,111054.65625,2.9176076182138986,0.5170009667731054,1.0115700504819098,0.001785509628500472,0.00026252872986820184,51126.0,4.617360703639281e-06,1.7392986704484748e-08,,,,,1022.2493731226066,2406.9337577640263,456.8155462511073,1,2,LSN
13,4.123974766085485e+19,inf,8.94607837284784,2.7785862296605797,-1.424770474433899,41969.28249771145,0.010300160207400292,0.42735326519509564,0.42735326519509564,0.009330186724397428,168.245015625,109374.2421875,1.5021056578372247,0.5608237665717264,1.0311418839989517,0.0015316899304995588,0.00019668371108828194,51126.0,8.584252063253633e-06,7.91314983828608e-07,1.2020271204088069,0.4130124288913498,1209.659808603394,140.71555812772948,634.883805658051,1041.508218358656,284.15882585710335,1,2,LSN
14,4.118503596225672e+19,inf,14.461076112849343,8.593166063334936,-1.424735188484192,30605.85294102768,0.03664778286610553,0.09158918506457041,0.09158918506457041,0.06428394972289769,173.23796875,107267.8984375,1.0799329013441825,0.14751548061889166,1.0502059172597948,0.0011247324548172319,0.00021090034880473483,51126.0,1.465981662911864e-05,3.41736617063531e-07,4.173558140053446,2.6047420270970987,181.61586565895584,98.58160683931796,528.6551180622153,1094.519019096613,263.4308458452862,1,2,LSN
15,4.113125225147243e+19,inf,18.69094630732899,7.060758387329289,-1.4247223138809204,28453.61999709278,0.012359142442224965,0.014084119066759123,0.014084119066759123,0.026759483621121627,177.9886875,104978.3828125,1.599394376980771,0.6139353302027377,1.0700607873308787,0.0010529463425358804,0.00015900341685725093,51126.0,1.832239405499961e-05,3.869668510881119e-08,7.041297559732757,2.8773378191547283,13.482554780342884,4.530800261276461,497.44004052177314,1074.0415822012512,185.32074705857846,1,2,LSN
16,4.101515701771882e+19,inf,5.160923788357551,1.5584546315590913,-1.4249510765075684,44231.621353990384,0.008380348134497844,0.01005947712450599,0.01005947712450599,0.003318943287658831,242.4841875,883.8353271484375,0.9551168980551615,0.19670289684217138,1.0125454995160217,0.0015920952580403289,,51130.0,4.591426663447478e-06,1.610868248543911e-08,0.26668997644023096,,-852.6531277923177,179.69570837979307,1099.191180237,1573.3866882724478,340.228997083863,1,2,LSN
17,4.089498479484941e+19,inf,4.099499787960895,1.5919302884095443,-1.4249293804168701,35160.676589291776,0.08457928913257085,0.015333500401166766,0.015333500401166766,0.10313200965561918,242.499140625,887.7922973632812,0.5253011144805927,0.12516821504893963,1.0346033964848012,0.0012755959748583783,,51130.0,4.693043562362025e-06,1.45546270725927e-07,0.20625749462343526,,889.3216650126053,97.37912654057985,656.526034406542,671.3410499956636,249.25033602432563,1,2,LSN
18,4.079625304872164e+19,inf,11.396825636511704,2.849556696916071,-1.4249248504638672,30796.27005581962,0.028437057006256126,0.17696893416846537,0.17696893416846537,0.02616248892602611,242.489609375,879.1029663085938,0.34424107980814983,0.020127875600599508,1.0549765107048672,0.0011246491170666087,,51130.0,1.144592427283364e-05,7.766140294990414e-08,2.956994769730729,,320.6943432455017,60.19751982985671,447.08824117595776,1072.9225166530368,177.06246712878584,1,2,LSN
19,4.068432716306055e+19,inf,5.536337669178838,1.7662837428366376,-1.4249387979507446,25113.35372122768,0.5428875756744515,0.020895868095622536,0.020895868095622536,1.5905920035125034,242.46215625,859.9479370117188,0.29375481433321793,0.03624013557641279,1.075511075317156,0.0009221671378916777,,51130.0,8.864922561710511e-06,2.1723345848754733e-08,0.4919852982892754,,140.63362818525422,1.8556539636320513,473.7128062298301,558.4787846425255,178.01638806441977,1,2,LSN
20,3.731264836820638e+19,inf,8.259981893643973,2.7303076131428403,-1.4242135286331177,46443.192604858086,0.017688351697960323,0.008609895857042117,0.008609895857042117,0.005975653982250034,243.780015625,1866.3404541015625,0.7323607986641334,0.16732072352742716,1.0100993556353173,0.0016813599954828373,,51132.0,4.959882303574156e-06,3.586911957385674e-08,0.5964427635583844,,-513.8387748905766,122.64422261885474,1466.4188698709027,2752.516180023158,629.1134955984509,1,2,LSN
21,3.727671193016415e+19,inf,,,-1.424189567565918,38356.54103519662,0.00806469130785312,0.05558922029340311,0.05558922029340311,0.0009802409184096357,243.81909375,1898.9412841796875,0.9133671595158689,0.12400664390360212,1.0313778547746257,0.0013978375650107366,,51132.0,5.309131362962975e-06,3.3099839153791435e-08,,,,,853.5893671530312,1201.015220014617,370.6695842377848,1,2,LSN
22,3.725611587835265e+19,inf,9.457312468409677,2.4981357821583634,-1.4241911172866821,36007.763291812036,0.0439925380960981,0.13017454258743874,0.13017454258743874,0.08450436546055881,243.84303125,1906.2449951171875,0.5248164347817156,0.24057038884071627,1.0519224790129382,0.0013212332946624641,,51132.0,9.027298779793024e-06,6.418915918139219e-08,1.3842686590804008,,657.4742340108679,105.11896187595013,543.7525161766429,1218.0534503950757,255.96905970833615,1,2,LSN
23,3.724407402700525e+19,inf,13.44460198919759,3.746333861487737,-1.4242082834243774,29172.596692870793,0.04189570384192656,0.030330784623886452,0.030330784623886452,0.04025107155787112,243.854125,1901.8914794921875,0.5248328468574848,0.030854365271383383,1.0731569860477341,0.0010776836163800627,,51132.0,1.2737629318894182e-05,4.136452170008791e-09,3.368230471740757,,762.8528301969704,118.77568798772185,496.5057006251992,843.7755361658717,194.98928677327353,1,2,LSN
24,3.8930738058153165e+19,inf,20.067532790350995,3.7435041502795996,-1.42460036277771,38564.619434044835,0.012007653899255701,0.015479733764467703,0.015479733764467703,0.00016709688287764004,242.754546875,780.4513549804688,2.8999291518914703,0.7082436045515433,1.0128132834749317,0.0013851671832205248,,51133.0,5.5524725787853885e-06,1.5824612232763607e-07,3.2912158030847567,,-3998.753528201318,156.93856074439526,1329.9113256687956,3012.007361379855,542.5509021321702,1,2,LSN
25,3.889788904876173e+19,inf,4.1995925846521285,3.686478744357909,-1.4245809316635132,31377.04333492792,0.014403222295102972,0.02347356083733581,0.02347356083733581,0.0015014738824980095,242.783765625,782.35107421875,1.9376388302673668,0.34838634917376643,1.0328085923233536,0.0011357427197647935,,51133.0,3.974658559097891e-06,5.436052475268262e-08,0.08378401922590042,,1126.9274982987818,226.04793973592842,792.6959506871634,412.40093094171306,352.38983542020975,1,2,LSN
26,3.883209427295561e+19,inf,23.209238509526283,4.864441588495466,-1.4245500564575195,31373.384503932033,0.02631619190798707,0.030121839603196657,0.030121839603196657,0.006039457753878676,242.803921875,795.964599609375,1.0790404305076988,0.26732812305557285,1.0529416187158258,0.0011442696122759722,,51133.0,1.6342096322702622e-05,4.985098745518929e-07,7.384252004399806,,829.6251930643489,119.72143022935798,423.789558281827,1397.3865166473515,208.07920698778125,1,2,LSN
27,3.8750435743383945e+19,inf,37.62853047315649,4.479032614896478,-1.4245413541793823,26633.326815365413,0.0531617510986472,0.02145512809638371,0.02145512809638371,0.00756557764289087,242.781359375,799.0638427734375,0.9747585287471473,0.4073439938767674,1.0719480056225956,0.0009786921207134054,,51133.0,3.08039514214474e-05,1.0201148595445726e-08,26.66826142305087,,-132.28949222427983,1.5788633857901344,424.4995523216705,1188.1784581769373,140.7190422783485,1,2,LSN
28,4.430212503872261e+19,inf,5.832658848299268,1.821012776417416,-1.4249827861785889,43611.34358793354,0.010193433106030133,0.024386739617381442,0.024386739617381442,0.0018027647278757006,243.025921875,844.122314453125,4.335939211925824,0.41597761153564106,1.013361433070822,0.001578254431131801,,51138.0,4.13406876020001e-06,1.7196053840331046e-07,0.2283606996348154,,-1070.6504093070296,158.21404074069932,1143.6915201066442,1952.4334078973473,530.7876122512962,1,2,LSN
29,4.418307431771354e+19,inf,5.966206979185518,2.3059002505671193,-1.4249968528747559,32639.047745508924,0.011004802492222776,0.02408230577644708,0.02408230577644708,0.002215770747737542,243.020265625,847.2017822265625,2.6266503307121556,1.2740501724204516,1.0340779965748577,0.0011893052769786547,,51138.0,4.701727289647383e-06,3.8470159111608536e-08,0.32036476176551165,,1332.8651916528918,132.98300207442247,694.9923404151909,707.8299036709958,264.2356375208866,1,2,LSN
30,4.406469649782066e+19,inf,6.346458974101653,2.0160205873884043,-1.425001859664917,34553.23949423918,0.04819732592711758,0.03568686350596343,0.03568686350596343,0.024413465678116798,243.037203125,826.2804565429688,0.8632048828885146,0.13656830791267074,1.0532994680271741,0.001268091222219269,,51138.0,9.02812400541399e-06,9.831693303759264e-10,0.4732856218425002,,528.5019270374431,95.02198449395357,465.75306304111865,717.859983104722,187.99446621674122,1,2,LSN
31,4.395234839969451e+19,inf,17.902447044009893,175.3411534099183,-1.4249813556671143,28889.594879152042,0.033049702265273505,0.21879115922771372,0.21879115922771372,0.022430606431020784,243.0565625,818.1865844726562,1.9884888861436396,0.9699189993130064,1.0717543808220726,0.0010684767127740072,,51138.0,1.72725093527704e-05,4.657418777741611e-08,6.733160260090009,,0.18083135918392718,1.7708467908597292,420.78968501361,1107.4446174851869,186.49225983836592,1,2,LSN
32,4.330486359428327e+19,inf,,,-1.4247734546661377,33848.13747276207,0.008657641306545198,0.012530605405851755,0.012530605405851755,0.0006363466721312699,243.307796875,1091.6396484375,9.88183727101279,3.6607653460870635,1.0114390506181243,0.0012136786087338948,0.0,51139.0,5.340749987977679e-06,3.0134525692039526e-08,,,,,1636.5478107792596,2209.6946540477807,512.1075896188999,1,2,LSN
33,4.322431777047891e+19,inf,3.9610295029212064,1.8323736637703616,-1.424753189086914,29336.12337929127,0.02539213615634178,0.04616567527611762,0.04616567527611762,0.012995943054118596,243.312546875,1088.3409423828125,2.8011072656651588,0.33983406513924275,1.0324010573036142,0.0010597872309503417,5.961844673035997e-05,51139.0,3.7997647048476914e-06,7.410141872059842e-08,0.07738808197940789,0.03645361306971547,877.1890683277519,174.65784512906538,683.6277561894588,671.5994920775347,280.1251509866161,1,2,LSN
34,4.309012457533211e+19,inf,13.253431427481157,3.0995268472103814,-1.424734115600586,28326.50122135042,0.06269602396615209,0.022959502848718196,0.022959502848718196,0.017245985097991134,243.3175,1087.275146484375,1.504051558467794,0.44414717809096793,1.0511679499101243,0.0010310372181105557,8.839530800843475e-05,51139.0,8.968653677798901e-06,1.7097411728052548e-08,1.8991904893220617,0.47820767873014336,731.6124820598918,130.25823503302743,532.1564321107213,1336.4684110115663,202.64350317950846,1,2,LSN
35,4.294724084027936e+19,inf,22.998042669657117,4.400296098183443,-1.4247413873672485,26545.100530287233,0.01694459081423316,0.010035476098550425,0.010035476098550425,0.004176943716104332,243.295515625,1063.6956787109375,1.504077581098655,0.38050909012592116,1.069231183878473,0.00097227072957321,7.428364455797554e-05,51139.0,2.362208240430308e-05,3.188054591498653e-07,8.432549952237375,1.778207787232051,-89.73502093447149,3.3692797072719793,388.8848970432767,942.3226509978863,176.3342005434083,1,2,LSN
36,4.793938866824282e+19,inf,5.1321931072807,2.2693167876812272,-1.425247073173523,44684.42128351956,0.010967409713244003,0.02228301181072692,0.02228301181072692,0.0036774189372970577,245.58465625,1627.1168212890625,12.509317246768571,4.687962493297126,1.0028750174859948,0.001602297223308934,0.00025988441035906904,51141.0,5.56102505373737e-06,5.969239669790068e-09,0.10056195555105342,0.05035637481023513,-334.33137975203846,113.0697439970633,1005.8246725012276,1440.4473059692814,410.3095329991389,1,2,LSN
37,4.779928010053858e+19,inf,12.057778189014174,4.100658646287032,-1.4252533912658691,35087.66859185044,0.011258412745965396,0.018585136109003055,0.018585136109003055,0.0035267153133443016,245.555828125,1658.507080078125,9.602406830461792,5.134595924786669,1.023920132597292,0.0012665892250842397,0.00011949407667297308,51141.0,7.3514764874376905e-06,9.345845205805465e-09,1.2093775646708074,0.4368780729168592,1771.470281515145,315.00809049284493,721.0270555083107,1085.195993784477,314.5843998950131,1,2,LSN
38,4.766705283218224e+19,inf,11.337361454732665,3.7221329370876206,-1.425245761871338,30192.557145851704,0.018119980720345222,0.02448605218777088,0.02448605218777088,0.0014406433736642783,245.5323125,1671.6512451171875,3.590042433043044,0.15416793350317964,1.0444536071926935,0.001098151845168971,0.0001274877411720803,51141.0,8.676702013338004e-06,3.777007843598488e-08,1.1970702473389248,0.42006708259491393,606.6132894864231,166.70119665870152,612.4464182319209,1300.3615000174643,233.5149083187541,1,2,LSN
39,4.755916875126486e+19,inf,33.34757973120737,10.447384797180161,-1.4252188205718994,28236.124849199536,0.027558355376392944,0.1188499583675589,0.1188499583675589,0.0024534416323773035,245.50396875,1673.1104736328125,1.5773650750952173,0.012171263395142962,1.0623713714675924,0.0010353268018805095,6.47000040500482e-05,51141.0,2.750041122509897e-05,2.825710468232741e-08,20.42365790511753,6.592265934347568,-21.35255738795553,6.067237553191886,476.87151497824124,1255.2775634652423,165.62677671046902,1,2,LSN
40,3.74951672984172e+19,inf,2.7884331621696714,1.0105097917453574,-1.4252270460128784,50742.249358112145,0.025974101264897884,0.016809873700427656,0.016809873700427656,0.020351840344765622,162.668125,453.2634582519531,2.8061468560311194,0.9012610836648407,1.009579421400415,0.0018272546051273891,,51176.0,2.9900641146884205e-06,1.4510723861956827e-08,0.025160249259268512,,-1142.928089684306,196.351467605614,1230.0054265362726,1263.9044963740903,403.24548646837746,1,2,LSN
41,3.734705428606275e+19,inf,,,-1.425229787826538,37933.855058811474,0.01922977317405296,0.01097275453881231,0.01097275453881231,0.028837176203377956,162.6535625,444.5983581542969,0.5000862443862519,0.10530933461592744,1.0299114287000108,0.001373902247829952,,51176.0,5.4770627423880895e-06,7.368262754652903e-09,,,,,1052.2589704591874,1022.3146956404189,430.95528600912104,1,2,LSN
42,3.722114701054286e+19,inf,11.225894631657322,2.2303149457493756,-1.4252387285232544,29546.915441524707,0.028828706113963442,0.006828972453162371,0.006828972453162371,0.0807627536963604,162.64596875,446.2877502441406,0.5390853955432171,0.11722539616578483,1.0484409572240023,0.0010766093641329253,,51176.0,7.061359961778923e-06,3.747162213371817e-08,1.288862344516533,,953.7568056342502,106.28415126778086,749.3040555569601,1421.18513230754,233.63554740187672,1,2,LSN
43,3.712360273697309e+19,inf,1.137612947085942,0.5557815464707079,-1.4252313375473022,50360.709047563396,0.00366325331385625,0.005234767834328894,0.005234767834328894,0.0045803800664219905,162.64625,446.9205322265625,,,1.0652841046570893,0.0018456979509744046,,51176.0,2.215956479497778e-06,1.6098110048702798e-09,,,809.2893441257379,174.89913000744383,501.9188836354127,492.81622186371914,215.9276125224448,1,2,LSN
44,2.569777696828765e+19,inf,5.074962008343454,2.740598360471416,-1.4248238801956177,48063.97225439546,0.01729764725671475,0.011915305088279263,0.011915305088279263,0.001911769903670357,162.478796875,473.81573486328125,0.8448367858801157,0.30042884937586684,1.0157284562033704,0.0017441073939250022,0.000149425502446325,51180.0,4.990002671177783e-06,2.4503057433954865e-07,0.10872660940050068,0.06303911275274143,-200.5515757503604,86.93348321246906,1255.9595557382177,1762.428453637088,560.9844165334737,1,2,LSN
45,2.562279907136635e+19,inf,,,-1.4248262643814087,37747.15630897284,0.013379987495861183,0.018547239370050324,0.018547239370050324,0.00040422015899997654,162.483375,475.9811706542969,0.7184828505682552,0.08088758539064515,1.0347810606560728,0.0013781844055490954,0.0001656294486696769,51180.0,9.948586074880687e-06,8.064886160110369e-08,,,,,804.1106059376253,1372.9109259983406,340.5398839906111,1,2,LSN
46,2.551752962909982e+19,inf,28.227807840084445,5.073072776191301,-1.4248168468475342,36550.11880728398,0.027481019535940652,0.04844916022943023,0.04844916022943023,0.014358108392124088,162.4900625,481.6810607910156,0.42625907212288666,0.006075361121039005,1.109171441574655,0.0013746804337746476,0.00038093234709898606,51180.0,2.0162170398714678e-05,2.619075298071158e-09,13.329787037706927,4.432194739448823,1611.2860820641763,89.81772158936846,578.2228663114088,1052.5501367419322,179.83405376148846,1,2,LSN
47,2.5378111554697822e+19,inf,8.19679082054432,2.1406082414301473,-1.4248108863830566,35149.40730241269,0.07105208330262772,0.023727848076202894,0.023727848076202894,0.03181990812746074,162.4821875,473.1373596191406,0.4941980400548065,0.11229243638795582,1.072386736648831,0.0013022624473544564,0.0003036599828494954,51180.0,9.06730304210899e-06,2.4068418340180864e-08,0.685944931288656,0.2419483835302574,512.6238041723151,88.11334730591221,481.32654230317337,1059.7669224900617,208.34109215652617,1,2,LSN
48,4.396491361857674e+19,inf,12.637994793308888,6.728310503833812,-1.4255383014678955,45813.358810479804,0.015853264255896456,0.011928887665129074,0.011928887665129074,0.0017737114824507684,165.454171875,1352.796875,6.884319316540332,2.472522377864646,1.0119785419536098,0.001663004278773676,7.337229021957067e-05,51180.0,7.0366113634647055e-06,1.2334837076609788e-07,1.0428931065776947,0.5933871920650704,-2791.4306893092685,440.87149172578074,730.121071273458,1062.5272508784763,539.8902936402103,1,2,LSN
49,4.378833644920242e+19,inf,8.43481688371891,2.754200961224508,-1.4255486726760864,43616.53913034947,0.012804368018639944,0.01837476798152404,0.01837476798152404,0.00033086684179477644,165.416484375,1419.1717529296875,6.469805841476952,2.0445769249199572,1.0308221529579338,0.0015935924594825438,0.0001903737768776682,51180.0,1.4934050321009576e-05,3.6379037074118874e-07,0.5921585670338275,0.21028409266561568,513.7437512087103,106.35937510823958,446.3815466214657,739.0465046533343,185.7438520084926,1,2,LSN
50,4.362406941201269e+19,inf,92.73087816718512,50.07594808692283,-1.4255681037902832,37529.32562184519,0.017078193005089597,0.04828321792184672,0.04828321792184672,0.00257451766711517,165.40740625,1442.9461669921875,2.7263019028571627,0.41172511845784626,1.0475603551675667,0.001379624057039873,8.023776739431033e-05,51180.0,1.439726267463512e-05,5.895632899902603e-08,270.3235886147062,147.20394658750303,8673.677257361407,2640.709966466231,821.6615270704519,1930.781369336696,861.110392032372,1,2,LSN
51,4.3469209796310204e+19,inf,11.97545184956072,7.929758706867227,-1.4255650043487549,33702.86659853311,0.03885519410005817,0.023911092099087334,0.023911092099087334,0.011209672283764644,165.400578125,1457.3646240234375,1.8550557551680011,0.1644746174236783,1.0663955939421839,0.0012478714474320675,5.454207421322816e-05,51180.0,1.0575341066238753e-05,1.5699668893789268e-07,1.7960514963873373,1.1944950871057192,-39.034457206914155,0.03893393457738824,818.0829982182163,1412.5427914546,935.104204455184,1,2,LSN
52,2.374717297186885e+19,inf,8.722140373843388,38.07546173641643,-1.4243123531341553,51073.03027749958,0.010854285076484218,0.014245948673815284,0.014245948673815284,0.0042934180514434045,243.24975,1633.6669921875,0.2893306429804048,0.023521664747514628,1.0146828092979805,0.0018553208761197574,0.00017302450787879265,51358.0,5.329062850635774e-06,2.9107562391538268e-08,0.678520258402959,2.965600137474406,-1.8424243787926893,8.033015502949523,1424.6004411345345,3036.625124346221,656.2435994955889,1,2,LSN
53,2.371637125312833e+19,inf,4.361402910765301,2.017578103476978,-1.4243024587631226,42490.64893293191,0.009769683946785691,0.010761415323935628,0.010761415323935628,0.0008799273454039541,243.30725,1652.840087890625,0.19043999805776685,0.03423535009099963,1.034550553766979,0.0015542297843742087,0.00014246198759216102,51358.0,3.5438761852647486e-06,3.7720216164710426e-08,0.17051268289038624,0.08095747364391294,1799.1324178525817,189.72660611812304,731.43383103631,649.4721316661348,292.4524466053112,1,2,LSN
54,2.3668870151785153e+19,inf,5.141755175723635,1.12632386652526,-1.4242663383483887,34615.05027108121,0.04192755487082621,0.014751803446602273,0.014751803446602273,0.04724300496813069,243.34678125,1651.32470703125,0.15266168744207664,0.007708396551648572,1.0523474947740963,0.0012744985291486739,0.00017131073786418415,51358.0,4.467745696945761e-06,1.0267737284296911e-08,0.2835627601588903,0.07419849378482679,802.9004968144332,98.29358003132005,556.3406356239122,1227.504658319664,222.9606356497355,1,2,LSN
55,2.3630607147138548e+19,inf,15.530072204897708,5.149687191389712,-1.4242364168167114,34938.61662408405,0.2101008121321869,0.009841848374480492,0.009841848374480492,0.6682972635369422,243.37096875,1658.6038818359375,0.23252815105763636,0.0,1.068401863387936,0.001294645415109907,5.0507536880972164e-05,51358.0,1.5018488583837167e-05,3.5667556688143725e-07,5.104531527161984,1.7043091849886944,358.1784814119123,67.84161277284986,810.4213011030175,1289.9411547426666,349.75203488842527,1,2,LSN
56,6.792689597814093e+19,inf,10.328598471662227,2.828640070757864,-1.4261448383331299,49606.76176626529,0.011007873846204311,0.014307036686899357,0.014307036686899357,0.0016445912977173791,242.832671875,994.3694458007812,12.298601722174329,4.105563642546988,1.000316765126654,0.001784214155478181,0.00018371307666127098,51358.0,7.102818766368436e-06,8.913045709968033e-08,1.0154469939134396,0.34981682491418176,-2185.3220824772516,89.64342996760439,811.2997864255027,1398.542314751644,378.2838286109216,1,2,LSN
57,6.763337475203636e+19,inf,6.975705153737763,1.616244923933008,-1.4261558055877686,39061.00913994777,0.0110563088979693,0.010718445678790814,0.010718445678790814,0.0016714895755935843,242.810859375,991.7782592773438,4.760558415001798,1.0664591219427586,1.0177940016786982,0.001414684092980598,5.4251445207471075e-05,51358.0,1.2515985337549395e-05,5.531640363768611e-08,0.5220563808082149,0.1263161885666744,62.7120421956903,5.688476262878817,326.0044882689849,785.9673028202318,167.53407528187384,1,2,LSN
58,6.735143358239552e+19,inf,9.887088103957565,3.8536829271416955,-1.4261614084243774,35004.366745634594,0.017568976901807715,0.014673559358795042,0.014673559358795042,0.0017231526942617236,242.803546875,990.786376953125,2.5385969175299703,0.7535469429212711,1.0381382302610567,0.0012770054899750617,9.990520074623612e-05,51358.0,7.728475045652649e-06,3.844576719977426e-07,1.441352249828542,0.5777452943884768,282.4274057040924,5.906615435416443,601.9816213488518,1609.0834709262306,621.1313540920219,1,2,LSN
